,Utterance
73476,那
73477,如果我们俩还能做朋友
73478,那 还能继续往下聊
73479,如果不行的话
73480,就不要来我们家蹭饭吃了
73556,你别忙了
73557,我真的没事
73580,不不 不用了不用了 真的不
73812,我没离呀
73813,再说就算我离了
73848,我求求你了
73884,你是来抓业务的吧
73889,他能帮夏峰解决问题吗
73910,嫂子说得对
73978,是啊我帮你扛雷呢 哥
74129,离婚案啊
74368,你这么
74369,年轻不也有孩子吗
74390,你想好了吗
74464,要不然对他不公平
74503,我从来没有强迫夏峰做任何事情
74504,更谈不上利用他的情感
74548,我是当妈的
74549,我不管他事业不事业
74550,我就是要他俩生活过得好
74573,明天周末我妈让你务必回家吃饭
74605,那可不行
74611,唐爽不是对你挺好吗
74612,你
74618,拿着
74718,你这个记性是真的不错
74792,早就租出去了
74873,从心理学上讲 一个人说话时如果不停地眨眼
74874,如果不停摩擦自己的双手
74875,说明他在思考自己如何说谎
74876,还有人在说谎时面孔两边表情会很不对称
74877,他的语速会突然加快
74878,以掩饰自己的尴尬
74879,然后拉高声调以缓和自己的不安
74938,没了
75171,你想多了
75179,对领导确实有问题
75180,公司这次招聘当中存在了很大的纰漏
75225,对了
75226,大楠要请咱俩吃饭
75252,这衣服穿我孕妇身上简直太浪费了
75266,这凭什么这太不公平了
75296,我买这么多还不到1000块钱呢
75297,人晶晶买五六千的东西
75298,眼皮都不带眨一下的
75307,人晶晶说的就是对女人就是得享受生活
75313,我以前就是太亏待我自己了
75314,这包是买给自己的礼物
75315,你看看我以前买那些包
75316,什么时候上过300
75350,谁因为一个包给你生气
75351,那你为什么
75371,欸欸在我 在我
75372,在我改造世界创造未来的时候你可以把蛋糕给我
75392,你只是刷新了这几年的记录
75393,还有人比你分数更高
75395,这不重要
75399,那崔副主管我想请教你一下
75400,我怎么样才能把工作做得更好呢
75404,谢谢你的提醒
75424,眼光要放长远
75425,东西小
75467,他们完全有资格申请贷款
75468,我想我们不应该拒绝他们
75536,2万2万
75539,不过更可恨的是他骗子拿我的QQ号骗的
75545,凭什么我还要还也得骗子还
75546,不过你说现在骗子也是厉害
75547,都是黑客级别的
75690,你别小看爸的车
75691,我告诉你啊
75716,你这老婆怎么了
75717,别生在福中不知福
75718,我告诉你人家的房子你住着
75719,人家的钱你花着
75720,没事还请我哥俩再吃着饭
75721,打了前大灯你都难找
75722,这样得傻老婆
75740,你现在带那什么东西
75773,我也是觉得咱们俩真的挺合适当哥们的
75807,万一蹭上呢 多少钱一小时
75840,再下最后一盘
75850,你不就刚离了婚
75851,一个人带着孩子怕我在你们家
75852,别人看见
75861,你 回头你倒个垃圾把孩子给扔了
75929,怎么样崔主管最近好不好
76002,迟到就是迟到
76003,我不喜欢找理由
76044,不可能
76045,我5:00给你打电话
76046,你说你还在路上
76047,你难道更改了综合系统的关闭时间
76199,要不然我一点自由都没有了
76228,我特别好奇
76229,为什么你明明也是翘班出来看电影
76230,你怎么都要这么理直气壮呢
76231,不跟你说了
76232,跟你说话太消耗能量走了
76233,走了 拜拜
76239,你不饿吗
76253,后来我爸我妈离婚
76254,我妈答应我去了法国
76270,你说为什么越是渴望在一起的人
76271,越不能在一起
76495,是啊也是我们这些从业人员的责任
76500,王珊珊谈谈啊
76585,您不说领导不缺酒吗
76664,对
76665,我熟
76666,是因为崔朕喜欢人家俩人快好了
76681,不许说话
76824,是吗
76834,哎
76849,崔朕在吗
76916,对不起了
76918,咱们继续
77056,没有 我有正事
77112,感情你们真是没安好心心怀鬼胎
77119,但你要答应我们条件
77151,姗姗其实我
77175,你帮我看一下这都对吗
77176,算得
77177,有一个床单我没用
77178,暖壶也没用
77179,不应该在里头吧
77199,嗯 我能睡个踏实觉了
77360,不过今儿不行
77361,今儿我约了几个朋友一块看球
77362,明天行不行
77406,什么优势呢
77414,民意倾向你是怎么调查出来的
77455,然后我 现在上岁数了
77456,这脑容量小了
77457,要不你帮我提醒一下
77574,你以为你是我心中的白马王子
77575,离过婚
77576,结过婚
77577,不对
77578,结过婚
77579,离过婚
77580,有一小孩听说离婚的时候还净身出户了
77581,是吧
77582,可谁让我喜欢你
77604,好
77605,谢谢
77606,昨天
77608,我手机落你家了
77680,不对吧
77681,这个豆豆不是发烧吗
77682,怎么今儿拉肚子了
77766,以后再说
77767,乖 听话 记住爸爸的话啊
77769,妈新给配的中药
77770,以前的味儿不大
77771,这一次的特难喝
77774,有吗
77775,我怎么闻不出来
77814,这不到10分钟就收200块钱
77823,我说顾客就是上帝
77824,你说话声音大一点
77843,你给我把电池安上
77844,我现在就要开机
77845,现在不能开机里边都是水
77846,一通电它主板就烧坏了
77850,你别急 你这样
77851,你让他先晾着
77852,我明天来还给你修好
77853,我今天就要把它修好
77854,我今天一定要开机
77862,你是多少号
77863,7
77864,你叫什么名字
77865,鲍家明
77878,我给你拿吹风机
77881,不用了 快了
77885,你不是嫌那味药苦吗
77903,只要有疗效
77904,什么我都喝
77905,姐
77906,我先走了
77907,那我还要给你加多少钱
77908,不用钱
77909,谢谢你
77910,不客气
77911,姐 我给你一张我的名片
77912,上面有我的电话号码和联系方式
77913,如果以后你的电脑又出现了什么问题
77914,你可以打电话给我
77915,不通过公司的话
77916,我可以给你打一个对折
77917,对折 其实有病毒也没什么了不起的
77918,删了它就好了嘛
77919,是吧
77920,我走了
77923,我累了
77926,身心疲惫
77927,这年头男人在外面打拼不容易
77931,说不定哪天这儿收工了
77932,也好
77933,一了百了
77936,我去给你拿拖鞋
77937,别动 让我搂会你
77938,我就愿意这么待着
77950,我去他单位看看他
77956,妈 饭菜已经给你放在桌子上了
77957,一会你自己先吃
77959,没什么事 我先去了
77960,我看八成有事
77967,可是真不知道这种感觉能多久
77968,有一天你会不会烦我
77982,你说
77983,我现在算你的什么
77984,女朋友还是情人
77986,红颜知己
77989,我好久没来过了
77990,公司好像进了不少新人了
77991,怎么样
77992,都还好吗
77997,我最近发现你们家老刘常常不在公司里吃饭的
77998,他在哪
77999,我怎么知道的
78000,他是不是有别的女人了
78001,这个可不好乱猜的
78002,你是不是发现什么了
78003,通常这种事情最后一个知道的才是他的老婆
78004,好了
78010,你说说你都结婚7年了
78011,你再不开花结果你可
78041,我肯定没问题
78042,你怎么那么肯定
78044,除非你跟别人试过
78047,急什么呀
78048,我怎么了
78049,你以为我不知道
78050,你今天是不是又上公司去了
78051,是的
78052,我就给你送饭了
78053,谁知道你不在
78054,你去哪了
78056,我开会去了
78057,我跟你说于小强
78058,我最讨厌家属去公司
78059,这你知道 你说你这么明目张胆地监视我
78060,你有意思吗
78061,很有意思
78063,关心一下你的事业和生活理所当然
78065,你说你弄一方芳 让我安排在我们公司
78066,你不就想让他监视我吗
78067,老公 身正不怕影子邪对吧
78068,如果你是冰清玉洁的
78069,谁也不能往你头上泼脏水对吧
78070,你爱泼什么泼什么
78071,我洗澡去了
78072,这个月8号去哪
78073,8号
78074,8号
78075,我想起来了
78076,海边 公司组织活动
78077,你看我干嘛
78078,这我给你写过请假条
78079,我给你拿
78080,你自己瞅瞅
78081,这一年都在这儿
78090,你别问 我也不想回答了
78093,认识吗
78095,可公司以前的设计师不都是男的吗
78103,家里电脑里的
78104,修电脑的时候给蹦出来的
78105,说是病毒
78106,这就是病毒
78107,没想到狐狸精真的去勾引你老公小强
78109,这种办公室恋情火是包不住纸的
78110,不对
78111,纸是包不住火的
78112,总归会露出来一点的
78113,但是单凭这张照片
78114,你们家老刘绝对不会承认自己出轨的
78115,天下男人的绝杀秘籍就是打死都不招
78116,除非你捉奸在床
78117,捉奸在床
78118,那我想干嘛
78119,我又不想离婚
78120,自从我嫁给老刘
78121,我一门心思就是这个家了 从来没有想到他在外面会有别的女人
78124,我知道的
78125,对你来说家比天大
78126,可是这种事情你也不能不管的
78127,我一定要保护我的婚姻
78128,不惜一切
78129,对的
78130,不惜一切
78139,那算了
78150,你家是不是有房间要出租
78156,你不用写了
78157,你写的这个东西也不具有法律效应
78158,我要租你的房子
78160,我自己租
78176,原来你们家是做服装生意的
78184,你们家做男装还是女装
78186,你身上那衣服是你们家的吗
78197,你还知道回来
78198,晚饭都没吃
78199,你到底干嘛去了
78204,解释一下可以吗
78205,我解释什么
78206,这不是我买的
78207,也就是说你穿回家的这件衬衣
78208,不是你穿出去的那一件
78209,你说的什么乱七八糟的
78210,你衬衫上的每件备用扣我都剪掉了
78211,而这件衬衫上的备用扣还在
78212,你可以自己看
78213,这怎么了
78214,你能保证你每件衬衫的扣都剪了吗
78216,所有衬衫上的备用扣我都剪掉了
78217,剪掉的备用扣都在这里
78218,而且你穿出去的所有衬衫我都洗过烫过
78219,而那件衬衫一看就是没下过水的
78224,我先跟您道个歉
78225,这事我没给你汇报好吧
78226,我昨天开会喝了点酒
78227,胃不舒服
78228,吐了
78229,把衬衫弄脏了
78230,下午还得办公
78231,我没办法又买了件一模一样的穿在身上了
78234,撒谎
78246,心里没鬼
78247,你怕什么
78248,剪掉备用扣是为了让你穿着衬衫舒服
78249,我有错吗
78250,写请假条也是为了让你公开行踪
78251,让家人放心
78256,老夫老妻 我就是你 你就是我 我就是你的空间
78257,你也就是我的空间
78300,我不想说
78301,我只是想给他一个警告
78302,也给他次机会
78303,从此以后悬崖勒马
78305,但愿他能知道你这番苦心
78308,废话
78309,谁结婚是为了离婚
78326,他肯定想一旦要是承认了
78327,你肯定就是一哭二闹三上吊
78328,要是跟他离婚的话
78329,再分走他一大笔钞票
78330,他怎么办
78334,我不相信我们7年的感情比不上他三个月的激情
78344,我问你能让地球转快点吗
78346,于小姐
78347,请你赶紧过来一趟
78348,你赶紧过来一趟
78353,怎么了
78371,你小点声
78375,我要过去
78380,你必须得帮我
78382,我就从你家跳下去
78393,走了
78394,今儿这事儿谁的主意
78395,不是你的吧
78405,我想解释一下
78414,为什么不在公司谈
78417,我只能去他们家聊
78418,他得的什么病
78421,有什么不好意思问的
78422,你都进了卧室了
78423,他都躺到床上了
78429,真是一个关心下属的好老板
78430,你还让他穿着睡衣跟你谈的
78432,幸亏没在浴室
78433,我知道不管让谁看见这一幕
78434,难免都会起误会
78437,你谈的什么工作
78438,你看你这话说的
78448,我承认我也有我性格上的问题
78449,我们俩在一起过日子
78450,我也有做的不对的地方
78451,我也一次一次的跟你说
78452,我们俩好好过
78453,我也努力生孩子
78458,那你把这个给我解释一下
78459,这怎么了
78460,这有什么
78461,您还拿它当艳照门了
78465,不会
78466,这都什么时代这很正常
78470,我再问你
78471,你的衬衣为什么会晾在他们家的阳台上
78497,你还真别跟我说良心
78505,你别生气
78506,你别生气
78507,咱别吵了
78508,你吵下去没意思对吧
78509,你看这样行不行
78510,我也不问你了
78511,你也别问我
78512,咱们都既往不咎
78513,Okay
78514,好吧
78515,你把话说清楚
78520,我做不到
78523,你承认错了
78524,这件事情就算过去了
78528,算了是什么意思
78529,我觉得咱们夫妻走到头了
78532,离婚呗
78546,不追
78547,妈  我的事您别管
78557,话不能那么说
78566,在我的记忆里
78567,小强从来没有离家出走过
78568,你刚刚的话
78569,任何一个女人都受不了
78570,别说是你错在先的
78571,小强就算再不对
78572,你也不能跟他提离婚的
78573,我也是拿那话吓唬他
78574,没想到他就真走了
78575,妈是不希望看见你这个家散了
78576,儿子
78577,话是伤人的剑哪
78578,有些话
78579,即便是夫妻说出了口也很难收回
78580,我也没想跟他真离婚
78581,我确实不应该提离婚这两个字
78590,干嘛这是
78592,为什么
78595,好好的搬什么家
78596,你想回避我
78601,搬哪去
78602,等回头再说
78603,我这忙着
78604,我今儿没什么事儿
78605,我说你张罗张罗
78609,好
78612,我回崇明去看看我爸
78617,妈我不会跟我爸讲的
78618,现在这样
78619,我们两个人都很冲动
78620,我承认我有很多做的不对的地方
78621,让光耀也冷静一下
78622,你说呢 妈
78631,我是不想跟他再吵下去了 妈
78632,我们两个人都先冷静一下
78633,给彼此一些时间
78634,给点空间
78635,对我们俩以后都有好处
78637,我会回来的 妈
78638,我走了
78659,一共就来看过我这个老丈人5次
78660,记得还挺清楚
78661,他要不是我女婿
78662,我才懒得给他算算数
78686,不了
78687,我减肥
78691,我不能要
78692,为什么
78693,我有男朋友
78694,所有不能收你这么贵重的礼物
78695,这送你礼物
78696,跟你有没有男朋友没关系
78697,嘟嘟
78715,比他好
78718,能有什么问题
78719,结婚前问今天过得开不开心
78721,恋爱时的光辉形象早被7年婚姻生活磨灭了
78725,如果是讨厌了
78728,婚姻就是妥协
78737,刚关吧
78765,多少钱 很贵吧
78766,怎么着也得800块
78772,家明
78773,我们俩好好聊一聊
78774,你看我们俩私奔出来
78775,我跟着你东跑西颠的
78776,连个固定的窝都没有
78777,天天不是吃盒饭
78778,就是吃泡面
78779,好不容易上趟馆子
78780,人均不超过100块
78781,人家天天都背着爱马仕
78782,我天天拎着个二手包
78783,看得下去吗
78791,我好饿
78792,你赶紧换衣服
78793,我们吃饭去
78794,我知道你想创业的 就是没钱
78795,家里不是有钱吗
78796,你跟家里和解
78797,你想要多少他们就给你多少
78798,你刚才也说了
78799,咱们俩是私奔出来的
78806,嘟嘟 我是肯定不会开口跟家里要钱的
78810,那一天是哪一天
78812,你快点换衣服
78813,我饿死了
78821,你专门送我一个针线包是什么意思
78840,没什么事儿
78841,那天塌下来还有地撑着吗
78848,可是缝补过的痕迹就像刀疤一样留在那了
78849,永远都抹不掉
78851,这事是你理亏
78852,我还不知道怎么面对他爸爸
78853,我不去
78854,他这一晚上没回家
78855,我还没跟他算账
78858,我跟您说实话
78859,根本就在没在方芳他们家住
78860,我那是骗您的
78861,怕您着急
78866,小强就是心直口快一根筋的人
78867,我看你们没什么大问题
78868,我承认大问题没有可小问题不断
78869,我就觉得我每天在家里跟他生活在一起
78886,反正我也瞒不了你
78887,我是有点事
78889,我不想说我自己能处理
78893,我回家来看看
78894,你跟我妈 我的心就能够静下来一些
78895,好
78896,说实在的
78897,这在我眼里
78898,他
78899,多少有那么一点冷漠
78900,可是毕竟他是你丈夫
78901,那是我女婿
78902,我们还得多看他的好
78903,你不了解情况
78904,夫妻之间他不就那么点事吗
78905,老话说得好
78906,做媳妇的要相夫教子
78907,虽然你们现在没有孩子
78908,可是帮助丈夫
78909,那也是需要的
78910,你做的好一点
78911,他就会更敬重你
78912,男人他要面子
78913,你得给他台阶
78914,他才好下来
78915,说一千道一万
78916,一家人他就是一家人
78917,和和气气
78918,这日子才能过的红火
78919,听爸爸的话
78920,明天就回上海
78921,我给你婆婆准备了一点土特产
78922,明天一块带回去
78923,爸
78924,我下次叫他回来看你
78925,只要你们日子过得好
78926,来不来的
78927,早点睡
78934,是谁在电话里跟我讲
78956,没说什么
78957,我爸看我一个人回去
78958,就知道我跟光耀闹了点别扭
78959,他让我回来跟光耀好好过日子
78970,我买车也跟刘光耀请示过了
78971,他答应了以后我才买的
78972,好名正言顺的转移财产
78990,我以为怎么了呢
78992,也怪我把话说重了
78993,我这一生气我就跟他说
78994,你是不是跟你爸爸两个人联手想转移我们家财产呢
78995,这话一说完了
78996,他人拽起来了
78997,他说走就走了
78998,您这话说的也没错
78999,我觉得他就是心虚了
79000,可能我嗓门大了点
79001,把他给吓到了
79006,净身出户
79007,长本事了
79008,她全职太太待那么多年
79009,他跟社会都脱节了
79010,她能干嘛去
79016,没有什么后悔的
79017,他做的怎么样
79018,彻夜不归
79019,擅自回娘家
79020,这都不说
79021,花20万买个车
79022,你想买车可以
79023,你跟我打个招呼
79024,你明说20万也不是个小数
79025,对不对
79026,钱不是大风刮来的
79030,话不是这样说的
79031,光耀你去找找他
79032,不去
79035,您放心
79036,他也不是小孩子能出什么事
79059,你帮我把车子给卖了
79060,我要把钱还给他们家
79061,要不这样你先住到我那里去
79062,车的事情你也先不用着急
79063,等我找到下家很快就能出手的
79064,现在也不能住你们家
79065,让你妈知道了
79068,不过我想求你一件事
79069,你妈认识的人挺多的
79070,你能不能托他看看有没有什么合适的工作
79071,我现在想找一份工作
79072,我现在不想要他们家的钱
79073,我只想要一点尊严
79078,我可以进来吗
79082,我都饿了一天了
79089,你说你女的大晚上喝了这么多酒
79090,万一出了什么事怎么办是吧
79104,你知道他那天从派出所出来怎么说的吗
79105,他说捉奸这个事儿到底是谁指使的
79124,我要继续租你的房子
79125,我要继续租这个房间
79128,我自己住我现在没地方住了
79130,你这一女的住我这特不方便
79131,再说了这么大的事
79132,我还没跟我女朋友商量
79133,我一点准备都没有
79139,我付的房租应该还是有效的
79140,最多一个月
79141,明天我就出去找房子
79142,找到立马搬走
79143,你刚不是说了吗
79144,你可以拔刀相助
79145,我一次
79148,你肯定不愿意看到我无家可归
79149,流浪街头
79152,你叫我大姐
79158,因为你不是我男朋友
79170,你的意思是说保姆要睡在这个房间
79171,不是已经租给人家放服装了吗
79172,那个人他现在不放服装了
79173,他想住在这
79175,那个人家里出点事情
79176,他现在搬出来了
79177,一时找不到地方住
79178,就想暂时在这住一段时间
79179,而且还给我们免费做保姆
79180,你是说保姆睡在这 还给我们免费做保姆
79181,你不是老嫌在家里没有热菜热饭吃吗
79182,又说我衣服也洗不干净
79184,不是
79185,他就是个大姐
79187,大婶
79191,你不要被他的表象所蒙蔽了
79192,人家家里以前是做服装生意的
79193,现在落魄了
79194,留几件好看一点的衣服也是很正常的
79195,再说了
79202,你不让他走
79203,我还让他走
79213,他叫什么小强
79231,对 上次咱们去捉奸的事
79232,你千万别告诉他
79233,他会骂死我的
79240,上班去了
79242,于小强
79243,你过来帮我一下呗
79247,我怎么觉得这么紧
79248,喘不过气儿了
79254,你会吗
79262,这真的香奈儿
79265,但是我已经拆了
79274,我听家明说
79275,你是离家出走的
79282,其实你家境挺好的
79283,现在还给我们做保姆肯定有什么难言之隐
79310,我不管
79311,这件事情你帮也得帮
79312,不帮也得帮
79319,我告诉你
79320,刘光耀出轨了
79324,小强心情不好就跑到崇明去看于伯伯
79325,结果回来就刷卡给于伯伯买了辆车子
79326,这件事情被他婆婆知道了
79333,当然了这换做是我也会离婚的
79335,对了 妈
79336,这件事情你不要告诉于伯伯
79337,小强怕他受不了
79338,我知道的
79339,这样的话我得帮他
79342,小强
79343,你的名字叫于小强
79348,妈我还怎么回
79349,如果你们真的把我当一家人
79350,还会担心我转移家里的财产吗
79351,我现在在卖汽车
79352,等我把汽车卖掉了
79353,我就把钱还给光耀
79354,那个时候我们就两清了
79362,我之前租的公寓的房子
79371,妈你别说的那么难听好不好
79372,我也是被逼出来的
79373,之前我已经付了人家一个月的房租
79374,我只是租了人家一间屋子
79375,他是房东
79376,我是房客
79377,我们俩清清白白的
79381,可有的时候看一个人
79382,还真是一分钟就见底了
79387,妈 刘光耀在外面有别的女人被我捉到了
79414,我总想着你的好
79415,我不想看到一个好好的家这么破碎
79416,可是现在看来
79418,你已经大大方方高高兴兴的跟别的男人住在一块了
79419,看来我今天算是白来了
79420,AA制 我们各付各的
79421,怎么了
79422,你吃一个吧
79423,我等会再吃
79438,你还好吗
79439,我好想你
79440,今天去见他了
79444,我不是不想你离婚
79450,不知道
79451,我也不想知道
79452,不想知道我也要说
79470,你别天真了
79471,万一他这回就成心报复你恶心你呢
79472,这女人要狠起来
79473,儿子你的那副心肠对付不了
79514,他原来跟我说过
79515,只要跟你吵架
79516,就会到那家电影院去看电影
79517,怪不得
79519,没什么
79520,姐你别介意
79521,嘟嘟他就是个没心没肺的人
79522,他一生气他什么话都说得出来
79523,你别往心里去
79524,不过那件衣服好贵
79525,我应该缝得更好一点
79526,你缝得够好的了
79527,我拿放大镜都看不出来有什么区别
79553,我知道了
79554,你是怪我刚刚骂了于小强是不是
79555,人家怎么说也是付了房租的对吧
79556,你这么把人家赶走了
79557,我拿什么钱去给你买什么香奈儿
79558,Prada
79559,那些钱才不够买香奈儿和Prada
79560,不过我刚刚确实有点过分
79565,行了吧
79622,你怎么去干这样的工作
79626,我看着你我就不饿了
79631,嘟嘟他自己也觉得昨天跟你说话说重了
79632,他想给你道个歉
79640,再说也是我给你们俩添了很大的麻烦
79641,你就别客气了
79647,我不是这个意思
79648,你不是说咱们同住一屋檐下
79650,我说错了
79673,我不知道
79698,你知道我们公司新推的女装品牌叫什么吗
79703,他们两个还在一起
79704,我觉得你真不应该这个时候离家出走
79705,如果真的是这样
79706,也许分开不是一件坏事
79707,据说这个世界上的婚姻95%都是凑合的
79708,我曾经以为自己是幸运的
79709,5%
79730,跟你说话的时候眼睛一直在往里飘
79731,给我坐下
79734,这么一说我也感觉那人好像有点不大对劲
79735,还好家里有个男人把他给吓跑了
79739,你先吃
79740,吃完了叫我 我过来收拾
79741,我什么也没说
79743,司机说
79744,屋子里就他们两个人三菜一汤
79784,辛苦你了
79785,客厅坐
79792,那十对 不是破费了
79793,您3800
79803,行了大姐
79806,大姐你可不能这么说
79807,小强
79812,于建国
79840,爸
79850,我这是给我女儿吃的
79851,怎么我也得把他亲自交给我女儿
79862,他大概知道自己日子不多了
79865,后来我知道了
79866,我就跟你妈说
79886,好的缘分那就是相互信任
79887,一定得干干净净
79888,美好和善良
79890,给你打电话你老不接
79891,我怕这螃蟹放的时间长了不新鲜
79892,我就直接到家里去了
79894,没有
79896,真的没说什么
79907,我爸今天来了
79908,住在车站旁边的一个小旅馆里
79909,他明天一早就要走
79910,我心里挺难过的
79913,我妈走的早
79914,我爸就特别心疼我
79915,我妈走这么多年
79916,人家别人给他再介绍对象他都不找
79917,每次他都说他心里面只有我妈
79918,其实我知道他不找的原因是因为我他怕我受委屈
79919,你没见过我爸 长的是那种胖乎乎的样子
79920,她每天就那样嗨那样笑
79921,他不管碰到多大的事
79922,他都嘿嘿那样笑
79929,你接着说
79947,我还想说我住在你这儿
79948,我们俩有什么关系
79949,没关系
79955,对
79970,你就把这照片放到网上去看他还怎么说
79974,姐 你太善良了
79975,我干了
79976,我也干了
79980,你别生气
79981,你今儿跟我说了这么多
79982,我现在叫你一声姐
79983,以后你碰到任何不开心的事
79984,你都告诉我
79985,我替你去出头
79986,你已经特别帮我了
79987,我无家可归
79988,你收留了我
79990,你还陪我去捉奸
79992,你放心
79993,我不会告诉嘟嘟的
79998,你想你爸吗
79999,你有妈吗
80000,你想他们吗 你别喝了
80001,你是不是特别想他们
80002,我问你你是不是特别想他们
80006,嘟嘟
80007,谁喝酒了
80008,昨晚我们都喝多了
80043,对不起
80044,有点恶心
80048,麻烦你去旅馆送一下我爸
80049,等你回来我就从这儿搬走
80050,你别忘了给嘟嘟打个电话
80051,这事你不用管了
80052,他这么不信任我
80053,不会给他打电话的
80055,一会我想去趟医院
80056,行
80057,我去送你爸
80080,他现在非常时期丈夫出轨了
80081,对她也不好
80082,还有他那个婆婆
80083,怎么说
80084,我昨天到他们家去
80085,差不多就是让他婆婆给轰出来
80086,我送上门的大闸蟹
80087,一股脑又都扔给我
80088,话说的也不好听
80089,他说什么了
80090,他说让我吃不了兜着走
80093,千万别告诉小强
80094,他要是知道非气死不可
80103,就算帮叔叔一个忙
80110,家明 我知道
80111,我这么做给你添麻烦了
80112,按理说
80113,这个时候我应该在他身边多陪陪他
80114,可我在他身边
80115,他对我也得装笑脸
80116,他不好受
80117,我也不好受
80139,我就是为了揭露你这个伪君子
80140,我宁可当一回小人
80155,我是幼稚
80156,我是肤浅
80157,我今儿就是一时冲动了
80158,可是究其根本的原因
80160,张阿姨你看这样行不行
80161,我白天照常工作
80162,晚上我就在这住一下
80163,我也没有太多的东西
80164,不会占太多的地方
80165,我也不会影响他们这儿休息
80166,能不能跟院长说一下
80171,张阿姨
80172,我怀孕了
80174,你起早贪黑
80175,辛辛苦苦忙的事业
80178,这事不是他干的
80179,于小强没这脑子
80180,他是被人家给忽悠了
80182,照片你都看到了吧
80183,证据在人家手里
80187,只能不了了之
80211,白天在我们医院当保安
80212,晚上和值夜班的人住在一个屋子里
80213,还得爬上铺
80218,真的怀孕了
80219,他只告诉了我一个人
80220,但我知道小强为了怀上这孩子没有少吃苦
80221,你说这好不容易怀上了
80223,我不是多管闲事
80227,你现在还是她的婆婆
80228,她还是你媳妇
80229,于情于理你都应该给他一个安稳的地方
80230,是不是
80239,你的什么发布会办砸了可以再干
80240,我盼孙子可是盼了7年了
80241,您说
80242,7年他都不来
80243,怎么现在就有了
80244,不会是假的吧
80257,你去找过我婆婆了
80258,张阿姨
80259,对
80260,为了孩子
80261,如果没有孩子说什么
80262,我也不会这样去做的
80263,但是现在不一样了
80264,有了孩子了
80267,我考虑再三只有这条路可以走
80268,说不定你和光耀就因为有了孩子
80269,大家各自退一步
80270,冷静冷静
80271,还能重新开始生活
80272,你现在是母亲了
80273,凡是要为孩子着想
80274,这就是做妈妈的第一步
80275,也就是说为了孩子
80276,我只能委曲求全
80277,不委屈怎么能求得一个全字呢
80289,想想孩子 到楼上去陪陪她 哄哄她
80290,哄哄她
80291,让她开开心心的
80294,他可能在那睡的更舒服点
80295,你快睡妈
80301,我可是盼了7年
80302,老实说 光耀不是个东西
80303,做错了
80304,对不起你
80305,我跟你也有点误会
80306,我们彼此之间都有不对的地方
80311,婚姻是两个人的事
80312,光我一个人想也没用
80313,我已经说过光耀了
80314,他保证会跟叫蓝馨的短绝关系
80315,儿子怕妈 你是知道的
80316,更重要的是他心里头还有你 小强 就算是为了孩子
80317,你也得好好的跟光耀过下去
80318,好
80323,还没到怎么就停车了
80337,嘟嘟 你就跟我回去
80354,要不然我不跟你好了
80356,嘟嘟我求求你了
80357,你跟我回去
80358,只要你跟我回去
80359,我什么都答应你
80365,拉钩
80371,我跟你商量件事
80372,我们分两笔刷行不行
80373,就这张卡你先刷3000
80374,剩下的你就在这张卡里刷
80375,如果这张卡还是不行的
80376,我这儿还有一张卡
80377,咱们就分三笔刷好吧
80381,你就当我买了三个包
80382,加起来总的金额跟这个包一样不就好了吗
80387,在孩子和你之间 我没有选择
80397,手机
80398,他应该全听见了
80399,听见就听见了
80404,我怕的是生活
80405,现实太可怕了
80422,他爸给他的钱为什么在你手里呢
80424,你不说我现在马上把它给花了
80427,对不起
80461,我们那个年代生孩子不需要
80462,你们现在年头不流行这个
80471,不好意思
80472,我知道我有点冒昧
80483,我只是好奇你为什么要找鲍家明
80486,我直话跟你说
80487,我觉得鲍家明对于小强做的事儿有点过
80488,岂止只是有点过
80489,简直是不可原谅
80490,我也实话跟你说
80491,我就是想问问他
80499,反正据我对鲍家明的了解
80500,他不会为了钱干这种事的
80502,为了人
80508,你为了孩子就可以原谅他了
80527,我跟别人不一样
80530,干爸
80531,上次跟家明闹翻
80532,是因为看见他睡在了于小强的房间里
80534,他们俩都说是因为喝多了睡错了床
80535,我看见了就说是喝多了睡错了床
80536,我没看见的时候他们俩在干嘛
80550,于小强当然没有那么轻易就能放过刘光耀
80551,把孩子生在刘家都有保障
80552,反正这件事情要换做我的话
80553,我绝对不会这么轻易就善罢甘休的
80554,我一定会弄个水落石出
80557,我就听到老刘在说
80559,他说
80560,你是不是希望我不仅要接受于小强搬回家的现实
80561,还最好能希望我自己写一封辞职信
80562,然后离开公司对吗
80580,我不知道没人跟我说
80582,这件事情都已经炸锅了
80583,自打那次打开电脑看见老刘和蓝馨的照片
80584,我现在就不愿意碰电脑
80585,你快说吧
80606,家明告诉你我的地址的吗
80613,嘟嘟 你冷静一下
80614,你这么晚跑到家里来
80615,总该事先打个电话
80618,有什么话好好说
80619,不管什么事情我都能给你解释清楚
80621,我把他当弟弟看的
80630,是喝多了睡错了
80637,别再说了
80645,嘟嘟 你可以骂我可以侮辱我
80646,但是你别这么说
80647,他是爱你的
80663,妈要跟你谈谈
80666,你知道他怎么找到咱们家来的吗
80667,是蓝馨告诉他咱们家的地址的
80668,是蓝馨他要报复我
80669,妈在楼下等你了
80670,我们俩在一起生活了这么多年
80671,我是什么样的人
80672,你应该知道 我是清白的
80676,坐
80677,小强 妈就问你三句话
80678,你得老老实实的给我回答
80680,是的
80682,是我U盘上的
80693,没错
80694,我是跟着你了
80695,我才看见了
80696,我看见
80697,我听见了
